SPS1_1,SPS2_2,SPS2_3,SPS2_4,SPS2_5,SADBNK1,SADBNK2,SADBNK3,SADBNK4,SADBNK5,SADBNK6,SADBNK7,SADBNK8,SADBNK9,SADBNK10,SADBNK11,SADBNK12,SADBNK13,SADBNK14,SADBNK15,SADBNK16,SADBNK17,SADBNK18,SADBNK19,SADBNK20,SADBNK21,SADBNK22,SADBNK23,SADBNK24,SADBNK25,SADBNK26,SOPHStot,SOCtot
1,1,1,1,1,2,0,2,0,2,1,0,1,0,1,2,0,2,3,2,1,0,2,1,0,0,0,0,0,1,1,5,24
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,5
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,2,0,0,0,2,0,13
1,0,1,1,1,1,0,1,2,1,0,0,3,2,0,0,0,2,1,2,1,1,0,0,0,0,3,2,0,3,1,4,26
3,3,2,3,2,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,2,3,2,13,67
2,2,0,2,1,2,2,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,2,3,2,2,4,4,3,4,1,7,67
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,2,2,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,10
2,2,1,2,1,3,2,3,3,2,2,2,4,3,3,1,1,0,4,4,2,0,1,1,1,1,4,1,1,2,2,8,53
3,3,1,4,1,3,3,3,3,3,2,3,3,3,3,2,4,3,3,3,2,4,3,3,3,1,3,4,4,2,2,12,75
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,7
3,2,2,2,1,3,2,2,3,3,2,2,3,1,3,2,2,2,2,3,2,4,2,2,4,1,4,2,3,3,3,10,65
1,0,0,1,1,1,0,1,1,1,1,1,2,1,2,2,2,0,2,3,3,1,1,1,0,1,3,2,2,2,1,3,37
3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,15,101
1,0,0,0,0,2,0,1,1,0,0,1,1,2,1,1,1,0,2,1,0,0,2,1,0,1,1,2,2,0,1,1,24
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,5
1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,5,43
1,0,0,0,0,2,1,3,2,2,2,1,3,1,2,0,2,2,2,3,0,2,2,2,1,2,3,2,2,2,2,1,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3
1,0,0,1,1,2,1,2,1,1,2,2,2,1,1,1,2,0,2,2,2,2,1,1,2,1,3,2,1,1,2,3,40
4,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,16,93
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
2,2,2,2,2,3,1,3,2,3,0,2,2,0,2,3,2,3,2,3,2,3,1,1,2,0,2,2,2,1,2,10,49
2,0,1,0,2,2,2,4,1,2,2,0,3,2,0,0,0,1,3,4,0,2,1,0,0,0,3,0,2,3,3,5,40
2,2,2,2,0,3,3,2,2,3,1,2,3,1,1,2,3,2,3,4,2,4,3,2,4,0,4,3,4,2,2,8,65
2,1,0,0,0,1,0,1,1,0,0,0,1,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,2,1,3,14
2,1,3,2,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,10,81
2,0,2,1,1,2,1,0,1,3,3,0,3,0,0,0,2,2,1,0,0,3,0,0,0,1,3,0,0,0,2,6,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,9
1,0,0,0,0,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,5
1,0,1,0,1,1,0,0,1,2,0,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,3,14
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
0,0,0,0,0,1,1,3,2,2,0,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,2,1,0,50
1,0,1,1,0,2,0,1,2,2,0,1,1,1,0,1,1,2,2,1,1,0,0,0,0,1,3,0,2,0,3,3,27
0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8
2,0,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,0,3,1,3,2,3,5,44
2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,1,2,1,1,1,2,3,1,5,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1,1,1,1,1,0,1,2,1,1,0,1,1,2,1,0,0,2,1,0,1,0,0,2,1,0,1,0,0,1,0,5,19
3,1,1,1,1,2,2,1,1,2,0,2,2,2,1,2,2,2,2,2,1,3,2,1,3,2,2,1,2,1,3,7,46
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,8
1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,2,1,17
3,2,4,3,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,2,4,4,4,3,4,3,16,93
4,3,4,3,4,4,1,3,3,4,0,1,2,3,1,0,1,2,4,3,3,3,3,3,4,2,3,2,1,2,3,18,61
0,0,0,0,0,2,0,2,2,2,0,0,1,0,0,0,0,2,1,2,0,2,0,0,0,0,3,1,2,0,2,0,24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,5
1,1,2,3,4,2,1,2,2,2,1,2,2,3,0,4,4,2,1,4,3,3,1,1,2,4,2,4,4,1,1,11,58
3,2,3,3,3,3,4,2,2,2,3,3,3,2,1,3,4,3,3,3,3,4,2,2,3,3,3,3,4,3,2,14,73
0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,1,1,0,0,1,1,1,1,0,1,0,1,1,2,0,1,0,19
3,2,4,2,2,4,3,3,4,4,2,2,3,3,1,2,1,3,2,2,2,3,2,2,2,3,4,1,2,4,1,13,65
0,0,0,0,0,1,1,1,1,2,0,1,1,1,2,1,1,1,1,0,1,1,1,2,2,1,2,1,1,1,1,0,29
0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,14
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,2,0,13
1,1,1,0,1,1,0,2,0,1,1,2,1,0,1,1,1,0,0,2,2,0,1,1,3,0,3,2,3,0,2,4,30
1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,0,0,0,1,12
2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,9,40
1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,11
2,4,4,4,4,4,4,4,4,4,4,2,4,0,2,0,0,4,4,4,2,0,0,4,0,0,4,4,0,1,4,18,63
1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,2,2,1,1,2,1,1,1,1,2,1,0,1,1,5,30
3,3,3,3,2,4,4,4,4,4,4,2,4,3,2,4,2,4,3,2,4,2,4,3,4,2,4,3,1,4,3,14,84
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,5,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,8
2,1,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,4,3,3,3,2,1,3,3,3,3,3,3,3,10,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,4,2,2,1,4,3,1,2,4,1,3,4,1,1,1,2,3,4,1,0,4,3,0,0,0,4,3,4,2,1,11,56
4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,17,101
1,0,0,0,0,2,0,2,2,2,2,0,2,2,4,3,1,2,4,1,0,1,0,1,0,0,4,3,0,1,3,1,42
2,1,2,2,0,2,3,3,1,3,3,2,3,1,2,3,2,2,2,3,2,3,2,3,3,1,2,4,3,4,1,7,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,4,10
4,2,3,3,4,4,2,3,4,4,3,3,4,2,4,3,4,3,1,4,4,4,4,4,4,2,4,4,4,1,3,16,86
2,1,2,2,2,2,2,2,1,2,2,3,2,1,3,0,2,2,3,2,0,2,0,0,1,0,2,2,0,2,2,9,40
2,0,1,3,2,2,2,2,2,3,3,2,3,1,2,2,2,1,4,3,2,3,1,3,1,2,4,2,2,2,3,8,59
2,0,1,1,1,2,1,1,1,1,2,1,0,1,2,0,2,1,0,1,2,2,2,1,1,2,3,1,2,1,1,5,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,6
0,0,0,0,0,1,0,1,1,0,1,3,0,1,1,1,1,0,0,0,0,0,1,1,1,1,2,4,3,0,1,0,25
1,0,1,0,0,1,0,2,0,1,1,1,1,0,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,0,2,2,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3
1,0,0,0,0,2,0,0,0,2,1,0,0,1,0,1,2,1,1,1,1,0,2,2,1,0,2,1,2,2,2,1,27
1,1,0,0,1,2,1,1,2,1,1,2,1,1,3,2,2,1,2,3,1,1,1,3,0,0,3,3,3,1,3,3,44
2,2,2,2,1,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,3,2,3,2,9,59
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,5,23
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6
1,0,0,0,0,2,0,1,1,1,0,0,4,0,0,0,0,0,0,2,1,2,2,1,2,0,3,2,0,0,1,1,25
4,4,4,4,4,3,2,4,4,4,3,4,3,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,20,94
2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,2,1,3,3,3,3,2,8,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,1,2,0,1,3,0,2,3,3,1,2,3,3,2,1,3,0,2,3,3,3,0,2,0,1,3,1,1,2,3,6,50
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,5
4,3,3,4,3,3,4,2,4,3,3,2,3,3,3,2,1,1,3,3,2,1,2,4,3,1,3,2,3,3,3,17,67
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,6
2,1,2,1,2,3,1,3,3,3,0,2,2,2,2,1,2,2,3,3,1,2,3,2,3,1,3,3,2,1,2,8,55
0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,10
1,1,1,1,1,2,1,1,2,1,0,0,2,2,1,0,2,2,2,2,1,2,0,1,2,0,3,1,1,2,1,5,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2,3,3,1,4,3,2,1,3,2,1,2,3,3,2,3,4,1,3,1,1,3,1,3,3,3,2,3,11,61
2,1,3,3,3,2,1,3,2,1,1,3,4,3,3,3,2,3,3,2,2,3,3,3,1,3,4,2,3,2,4,12,66
0,0,0,0,0,4,0,2,2,3,0,2,3,2,2,1,1,4,2,2,1,1,0,1,0,1,3,1,1,3,1,0,43
0,0,0,0,0,1,1,0,0,3,1,2,1,2,3,0,1,3,0,3,2,4,0,1,2,2,3,2,0,1,1,0,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,4,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,3,1,2,12,55
0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,2,2,0,16
2,1,2,1,0,2,0,2,2,2,0,2,3,2,2,3,1,1,4,4,2,3,2,4,2,3,4,4,3,3,3,6,63
0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,3,7,50
3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,4,3,3,3,3,12,78
2,1,1,2,0,2,1,2,2,2,1,3,1,2,2,2,2,1,3,3,2,3,3,3,2,2,3,4,3,1,3,6,58
0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,1,0,1,1,1,0,1,2,1,0,1,1,1,1,1,0,23
0,0,0,0,0,0,1,3,1,2,1,0,2,0,1,0,1,2,3,1,0,1,0,1,0,3,1,2,3,4,0,0,33
4,4,3,3,2,4,3,4,3,2,4,2,4,3,4,3,4,4,4,2,4,3,4,4,2,2,4,4,4,4,2,16,87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
4,1,2,0,0,4,2,3,3,3,3,4,4,0,3,0,0,2,3,2,3,3,0,0,2,3,4,0,0,3,1,7,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,2,3,2,3,4,4,3,4,4,16,82
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,1,0,2,3,1,2,0,3,1,1,2,2,2,1,2,2,2,2,1,2,0,2,2,2,3,3,3,7,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,2,0,1,0,1,0,1,2,0,2,0,0,1,2,2,0,2,0,0,0,0,2,2,0,0,1,1,21
1,0,1,2,1,2,2,4,2,3,1,1,1,1,1,3,0,0,3,3,2,4,0,3,0,2,2,0,4,3,4,5,51
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
1,0,0,2,2,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,3,5,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,7
3,2,2,3,1,3,2,4,2,3,2,3,3,2,3,1,3,3,4,4,2,3,2,4,3,3,4,2,3,3,3,11,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,1,1,1,1,0,0,0,1,0,1,2,1,1,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,7
1,1,1,1,1,2,2,2,2,1,1,1,3,1,1,2,2,2,3,1,2,2,2,1,1,3,1,1,2,2,2,5,45
0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,14
2,1,2,1,1,3,1,2,2,2,3,1,3,3,1,1,1,2,3,2,1,2,1,1,0,1,3,3,1,2,3,7,48
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,3,0,2,3,11
4,3,4,2,2,2,4,4,3,4,2,4,4,2,4,4,4,1,4,4,3,4,4,4,3,2,4,4,4,3,4,15,89
3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,2,3,2,15,78
1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,0,1,2,0,3,2,2,2,3,8,48
2,1,1,0,0,2,1,1,2,1,0,1,1,1,1,1,0,1,1,1,3,1,2,2,1,1,2,2,0,4,2,4,35
1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,0,1,4,34
3,1,2,3,2,2,2,2,2,3,0,2,2,2,2,3,3,1,2,3,2,3,1,2,3,0,4,4,3,2,3,11,58
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,2,2,4,2,0,1,18
0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,4,2,1,3,2,2,0,28
4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,3,3,4,3,2,4,4,16,95
3,1,3,3,3,2,2,3,2,3,2,3,3,2,4,2,2,2,4,2,1,3,3,2,2,1,3,2,4,2,3,13,64
3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3,11,76
2,2,2,2,2,2,0,2,2,1,2,1,3,0,0,1,0,2,3,1,3,1,0,2,0,1,2,2,2,3,0,10,36
0,0,0,0,0,2,0,2,2,1,1,1,2,2,0,0,1,1,2,2,1,2,1,1,2,0,3,3,3,1,2,0,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,0,0,2,2,3,2,2,4,44
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,2,6
0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,16
3,3,3,3,3,3,3,4,3,3,2,4,3,3,3,2,4,3,4,3,3,3,0,4,3,4,4,0,3,4,4,15,79
0,0,0,0,0,4,3,4,3,3,3,2,3,3,4,1,2,3,3,2,3,2,2,2,2,3,4,1,3,4,3,0,72
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,3,0,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
2,3,3,3,3,4,2,2,3,3,3,3,3,1,1,2,2,1,4,2,3,2,3,0,0,0,4,1,1,2,3,14,55
3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,2,4,4,4,2,4,4,17,93
0,0,0,0,0,1,0,2,1,0,0,2,0,1,0,1,2,0,1,1,0,0,2,1,2,1,1,0,2,0,0,0,21
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5
3,3,3,2,2,3,2,3,3,2,1,0,3,2,3,2,0,4,3,2,0,3,2,4,3,3,3,3,0,3,1,13,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,2,4,3,3,4,3,3,3,4,4,3,4,2,4,3,3,4,3,4,2,3,2,4,4,3,2,2,2,13,81
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2,2,2,1,3,2,3,2,2,1,2,4,3,2,2,3,2,2,0,2,0,4,0,0,0,2,4,2,1,0,2,10,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,1,0,1,0,2,1,1,1,2,0,3,1,1,2,0,3,0,1,2,2,3,3,2,1,1,1,1,3,0,2,3,39
2,1,2,1,2,4,4,4,4,3,3,2,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,8,96
0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,3,2,2,0,0,0,0,3,1,4,0,0,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,4,4,3,4,4,4,2,4,4,3,0,2,0,4,3,3,1,4,0,3,4,4,3,1,3,18,75
4,3,4,3,3,4,3,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,17,96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3
1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,2,1,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4
2,1,2,0,0,2,0,1,2,2,1,2,0,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,5,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2,2,1,2,2,2,0,3,0,2,1,2,1,2,3,1,3,1,1,4,2,3,2,1,2,2,3,3,4,1,2,9,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,2,4,2,17,96
1,0,1,0,0,2,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,3,0,2,16
